3.715636810989507808e+02,1.132121674627187815e+02,6.425338297342317162e+01
4.411777300802235118e+02,3.703493835290626066e+02,7.212635537769767780e+01
1.476739195919838892e+02,2.627581870442419358e+02,1.737645257517637276e+01
4.059796050000632022e+02,4.247026990486477871e+02,2.565201377807044736e+01
1.186172242323494430e+02,2.291926900418129662e+02,2.289201716809447973e+01
1.010052708008481517e+02,4.913401876901623382e+02,9.807285600364181732e+01
3.674019313318485160e+02,2.046524957323986769e+02,6.188112163912832386e+01
3.961340259680312670e+01,1.996301476074066557e+02,6.054210120954949303e+01
2.252435134542524793e+02,2.456330700229110278e+02,3.645076128368556567e+01
1.445133288819605468e+02,4.976045097894286755e+02,8.167777609789894200e+01
1.325148814677980056e+02,1.790237044327882643e+02,6.696856762677589359e+01
4.628431128481531687e+02,9.140322636612573604e+00,8.361735887232809716e+01
1.018764568057461446e+02,2.787521219625486992e+02,8.857751935799106491e+01
9.273771157667887621e+01,1.787570270597700244e+02,5.412798661605877726e+01
1.182591094161942209e+02,1.052457924631297601e+02,5.244818398519559821e+01
3.240936000892697280e+02,1.241883905270786954e+02,2.222477760325225482e+00
6.008539796714784842e+01,2.128135338309786846e+02,7.639958123006795176e+01
3.548852631805251576e+02,9.970830399466579763e+01,3.767638382542147468e+01
4.028913953889227173e+02,1.300275359345963579e+02,1.016610454927473484e+01
4.612839136803996780e+02,1.774678438600912855e+01,5.406581181004656145e+01
8.618181305294903893e+00,2.661691917813607233e+02,8.436043743794031968e+01
5.457858388717900766e+01,3.891309183857368339e+02,3.526857832190122366e+01
3.358669500864208999e+02,7.665138397413051052e+01,6.796605929061138696e+00
3.807355968172643657e+02,3.635194982813128206e+01,9.770331759545065609e+01
3.381154927389533782e+02,3.510678194946013377e+02,9.679967185418310294e+01
2.515159996403463083e+02,9.641827049941348093e+01,2.437558002644579780e+00
6.364019311309199622e+00,4.669523779344430636e+00,2.377719909513685792e+01
1.617061900873675881e+02,1.790293255238975405e+02,6.350359670386445998e+01
3.340834347904331025e+02,1.177392350381292800e+02,9.402565863188929995e+01
8.424135997036135848e+01,7.267019613662189670e+01,1.538198292501680164e+01
3.084871285523888673e+02,4.760474822373262782e+02,1.390362451914269926e+01
3.950701642611660418e+02,2.127020199365097710e+02,3.768741414344252405e+01
2.749306540785415223e+02,4.965321005123547025e+02,1.017785582728081284e+00
3.106788527195573124e+02,3.583868523636079431e+02,5.999343034322090062e+01
1.069171885556404220e+02,2.119546386047299507e+02,6.649580571417010333e+01
2.320869134529733344e+02,1.047931751593593219e+02,9.449199325087542434e+01
3.559453348337865464e+01,1.825680828705911196e+01,2.775315162258045376e+01
2.040156168908361849e+02,4.313699491929523901e+02,3.807969528241872581e+01
8.720133373114153130e+01,5.726376343110884193e+01,1.101503910192580538e+00
8.349049452480549860e+01,3.134561726912830864e+02,5.005509408980223185e+01
5.759801724755420338e+01,1.589453255531734328e+02,8.265610398564888328e+01
3.869396454911300509e+01,2.490425487039910024e+01,9.582175734674891032e+01
3.906438232412610887e+02,3.944097775436414963e+02,1.720322864502862359e+01
4.209515559220616865e+02,1.101769874183183795e+01,6.359825690622746919e+01
4.176453806212773543e+02,3.127682669955006389e+01,1.640040280525392191e+01
2.187629082381568537e+02,3.385003614559824996e+02,3.554779936711764066e+01
2.979392393567409414e+01,1.235758246597872869e+02,9.875653110455645844e+01
1.489885294213059694e+02,3.364428373263497747e+02,4.931867625989243464e+01
2.305142479443483694e+02,4.594720144992428459e+02,3.141729725610049684e+01
3.633404197534274545e+02,3.327844555849194990e+02,3.196376039766562016e+01
2.812920395923904380e+02,8.801429745924016501e+00,8.653543055756273361e+00
4.485264355106362473e+02,4.376299153395713404e+00,6.903574294531344968e+00
3.628403105638562351e+02,2.441079214406380231e+02,5.560719919369573461e+01
4.345067450174013288e+02,8.379438496240170764e+01,7.209730314674511931e+01
2.090780886229087230e+02,4.733463997074626946e+02,9.044176621802611749e+01
4.954755401281535399e+01,3.546889214277690030e+02,8.113781596803801222e+01
2.585197247264699740e+02,3.363747784597485975e+02,5.906986744876818562e+01
6.919140361729020583e+01,4.241405607961328315e+02,1.938145615743269712e+00
2.402099744851590799e+02,3.154853931963044715e+02,3.828256301147789742e+01
4.906821853713017276e+02,2.035159339017241109e+02,5.929208544885759125e+01
4.409106505210149862e+02,2.919079942653589228e+02,7.467373597296145249e+00
2.111430749069216404e+02,4.228470862370881100e+00,5.091984584593662078e+01
