6.449414433093497223e+01,2.305780913961547185e+02,4.161539312734474549e+01
3.013621157882836314e+02,9.153402346864258732e+01,4.179127133420650608e+01
6.704435322393132424e+01,3.283090637887500520e+02,8.067323185976491118e+01
6.907097962922730972e+01,1.751923685640138899e+02,6.145158053664650311e+01
2.756401438476992212e+02,3.462373261872918420e+02,4.526021598673057866e+00
1.762755789621892006e+02,2.094578382862094657e+01,1.504846465097128316e+01
1.691677859328494833e+02,8.163878251450151424e+01,7.609747325923288486e+01
1.733009703780319342e+02,1.309955922661268346e+02,1.856883735471983599e+01
4.520070733611332798e+02,1.037392182602849289e+02,3.462854467466615205e+01
1.912829348230409323e+02,2.560401653873656258e+01,8.708716573392737814e+01
3.301961805528343348e+02,4.272828901003178999e+02,1.095798541223658162e+00
4.004734042413391535e+02,1.927959685569144312e+02,4.652208311733193824e+01
1.194836147377399413e+02,1.501008720239725847e+02,4.188875276684134619e+00
2.903873435572431276e+02,1.970213660773205220e+02,9.116860734052558257e+01
8.627504427453142455e+01,1.739925640508747620e+02,8.387942259864082928e+01
1.421853305275469381e+02,3.049147163863563037e+02,4.540315201100528952e+01
2.245908779833495430e+02,1.011954741685023862e+02,9.228579773802525921e+00
3.757329502743082230e+02,4.438122762629658951e+02,8.121129624978981099e+01
4.056502719709028497e+02,2.272312783987669889e+02,8.818014182510043497e+01
3.681648301346487528e+02,4.052827035838030838e+02,2.477253565886302766e+01
1.824464864415536454e+02,3.731873128337487628e+02,8.215274838371064448e+01
1.774854786613479405e+02,6.195938255017624385e+01,8.794590078627653895e+01
2.529580925348203664e+02,2.040083209377310141e+02,8.841488976037827285e+01
4.410602507029349226e+02,4.765995043169845076e+02,9.364264653717407327e+01
1.769404989050437678e+02,2.919700155614610253e+02,2.761296455932490446e+01
4.197989076316585511e+02,3.916533886549417502e+02,9.337743478387146467e+01
2.470986014115461558e+02,1.869729938459205414e+02,5.828344128364017962e+01
1.226596063016584566e+02,4.051578857564817326e+02,3.376748946621827230e+01
2.322142221121478087e+02,4.409682772754958080e+01,6.655333168634430763e+01
2.457743637743696183e+02,5.965506974420359398e+01,2.544268150537421036e+01
2.765218986807784063e+02,8.962703667103927785e+01,6.174466043396792259e+01
4.147132365960987386e+02,1.310941806017266060e+02,6.345513302326099847e+01
4.838762784913877795e+02,1.057165512570038572e+02,9.925072670719427492e+01
1.485107258816078399e+02,1.685293791381895403e+02,9.247589572392955404e+01
1.027112685418838396e+02,3.445827013574469220e+02,1.234626465679598084e+01
4.278528100899336550e+02,2.613675516784860520e+02,6.991634676510828683e+01
8.358580947159998686e+01,3.827854307909037175e+02,2.948536334698357209e+01
1.183377954396339078e+02,4.651618920701429829e+02,6.639747792110864566e+01
2.007294410644054210e+02,2.261184876257304381e+02,3.043192527412202963e+01
4.463663212719346234e+02,1.831826592771266746e+02,4.899229416816265115e+01
1.202761916057265523e+01,1.048145796344283127e+02,8.940518612293564615e+01
2.268918406872940636e+02,3.300884699903354544e+02,5.353254769009107150e+01
2.613540830526288232e+02,4.994975665409282328e+02,7.915580695514486820e+01
7.296723522977971754e+01,2.238040502446720836e+02,8.052642831570544502e+00
1.004440424594123584e+02,3.022763448958932599e+02,9.124780446203041606e+01
2.760950071194394013e+02,4.230115498364737618e+02,4.543459224947778807e+01
4.712238913456719729e+02,4.326543215495393611e+02,6.222428958209853533e+01
1.460939650395494027e+02,1.505715576358157080e+02,1.763822066209561612e+01
4.595950930588510630e+01,2.503311441833955371e+02,7.969365934959493813e+01
1.890691422878074661e+02,2.920688130247565368e+02,5.961724382162189073e+01
1.192710508808345651e+02,3.645385465156821851e+02,3.330860332361550746e+01
2.463626413668323778e+02,6.386198914616203126e+01,3.983517411330404911e+01
