1.531160897744027238e+02,1.325317828037528898e+02,1.960600631511514180e+01
2.152607382835238354e+02,1.155677599602761241e+01,1.957819150839863553e+01
1.764026442343628105e+02,1.116210096728693060e+02,6.135218556965457992e+01
2.902285557944270522e+02,4.267838392722754861e+02,4.113053653818566247e+00
2.440872187455476876e+02,4.604130781466039934e+02,1.091018833188567250e+01
2.055283111521781336e+02,2.350634112372775348e+02,1.272965486952086778e+01
4.911775001454871585e+02,1.015798310268672999e+01,7.054860480119651811e+01
4.827545711724199009e+02,1.763726958167918895e+02,6.058947579288002316e+01
1.086901680257392684e+02,4.959847731438183587e+02,6.691795634386895131e+01
3.465198709259871634e+02,8.773546340819177658e+01,8.304488052874636139e+01
1.230938832146706261e+02,3.020978466417949448e+02,8.185120565360068667e+01
2.088732258522698544e+02,3.073452232315215937e+01,9.072540528790857195e+01
3.669327058803254999e+02,1.901829885639702979e+02,3.941915709925053335e+01
4.393016885395605868e+02,5.591473391813106275e+01,4.342867788622052672e+01
2.842808434169882048e+02,9.810431641311845752e+00,3.651466902190754382e+01
2.347694539676377019e+02,1.226332635823186905e+02,5.496497701736691965e+01
2.180675957292347391e+02,4.658755295749773495e+02,2.948921079231972087e+01
2.106169956082963779e+02,1.249076260265638041e+02,4.420345663556196314e+01
2.916929374738638785e+02,3.801041474901691117e+02,7.334281666444776704e+01
3.610505785879674363e+02,3.692525019190367175e+02,5.117420585758616625e+01
1.300707885237736150e+02,3.853408527747641870e+02,5.064265511976614675e+01
1.827089764129039509e+02,9.605042827822884988e+01,1.643764040280890626e+01
5.486453926100276135e+01,3.650325774304617426e+02,5.625772172674522409e+01
4.460078295831010564e+02,9.753746367619552871e+01,8.947697847896323253e+01
2.128329751187385455e+01,2.216648960558688657e+02,8.933425218014005509e+01
3.344588142556633557e+02,4.105623826666851528e+02,6.616373630799395755e+01
8.402930089147442061e+01,3.492484088283557071e+02,6.243778480923272411e+01
3.300006513967475144e+02,4.714414452222862906e+02,7.934564850911100109e+01
4.906931856235750047e+02,4.860883383663179984e+02,1.583324374238819132e+01
3.647616376192460734e+02,3.750373222444883368e+02,8.342403937785282153e+01
4.723798987740199777e+02,3.744665786285860349e+02,1.776273452722399071e+01
4.586233635181537807e+02,3.655553516507746963e+02,2.011269631406295133e+01
3.860890898115308119e+02,2.510941889133299014e+02,7.631714418862132732e+01
4.635200361959290376e+02,7.509940132414439518e+01,8.904977816492444731e+01
3.076913714112315574e+02,4.267501381156725415e+02,1.028740185609128233e+01
3.645573460072609606e+01,1.720589543384965054e+02,3.184661649904474245e+01
1.939718567206010107e+02,3.915810389228265080e+02,8.429560304375563362e+01
1.853650905589983040e+02,1.484034585914054674e+02,9.958971032470195439e+01
4.412103703610552543e+02,4.097360790515445501e+02,9.743175377252931924e+01
2.805525054804436991e+02,1.653926933437195430e+02,3.093235953097434177e+01
5.604122778085940126e+01,3.288167845696530094e+02,2.740615155711914142e+01
